item_id,question_id,anonymous_system_label,question,gold_atomic_fact,source_evidence,answer,review_label,review_reason,confidence
RQ4-rq4-v1-024-SYSTEM_B-F03,rq4-v1-024,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Wild Carrot?",The source records the used part of Wild Carrot as: whole herb.,"Source entity: Wild Carrot. Source: TCMBank. Herb: Wild Carrot. Pinyin: HE SHI FENG. Latin name: Daucus carota. Used part: whole herb. Source-recorded function: To kill worms, disperse swelling, disperse qi , transform phlegm.. Source-recorded indication: Worm accumulation, gan accumulation, distention fullness in stomach duct and abdomen, edema, jaundice, poison from smoke, damp itchy in sore and papules, alopecia areata..","Wild Carrot is recorded in traditional Chinese medicine as Fructus Carotae, referring to its fruit. It is traditionally used for ascariasis, oxyuria disease, taeniasis, ancylostomiasis, abdominal pain caused by worm accumulation, child gan accumulation, and pudendal itch. [tcmv1-4c87d1a2ae13d12f0f3efdcb]",CONTRADICTED,"The Gold used part is whole herb, while the answer identifies fruit/Fructus Carotae instead.",HIGH
RQ4-rq4-v1-028-SYSTEM_A-F03,rq4-v1-028,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Gongbo Monkshood?",The source records the used part of Gongbo Monkshood as: tuberoid.,"Source entity: Gongbo Monkshood. Source: TCMBank. Herb: Gongbo Monkshood. Pinyin: GONG BU WU TOU. Latin name: Aconitum kongboense. Used part: tuberoid. Source-recorded function: To dispel wind and eliminate damp, relieve pain.. Source-recorded indication: Painful joints due to rheumatalgia, knocks and falls, poisonous insect stings..","TCM educational synthesis: Herbal Knowledge Agent: Gongbo Monkshood, with the pinyin name GONG BU WU TOU and Latin name Aconitum kongboense, is used in traditional Chinese medicine for its tuberoid part. The source records indicate that it is employed to dispel wind and eliminate damp, relieve pain. It is traditionally used for painful joints caused by rheumatalgia, knocks and falls, and poisonous insect stings. The evidence does not specify any other properties or uses. [tcmv1-0a97d71eaa2b0f295fb051d7] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-035-SYSTEM_A-F01,rq4-v1-035,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Ancients Euphorbia?","The source records the function of Ancients Euphorbia as: To disinhibit urine and free stool, draw out toxin and remove putrid, kill worms and relieve itch..","Source entity: Ancients Euphorbia. Source: TCMBank. Herb: Ancients Euphorbia. Pinyin: HUO YANG LE. Latin name: Euphorbia antiquorum. Used part: stem. Source-recorded function: To disinhibit urine and free stool, draw out toxin and remove putrid, kill worms and relieve itch.. Source-recorded indication: Edema, ascites, diarrhea, dysentery, food accumulation, lump glomus, clove sore, welling absc ess and flat abscess, scab and lichen..","Ancients Euphorbia, known as HUO YANG LE in pinyin and with the Latin name Euphorbia antiquorum, is used for its stem. Its source-recorded functions include disinhibiting urine and freeing stool, drawing out toxin and removing putrid, killing worms and relieving itch. The indications include edema, ascites, diarrhea, dysentery, food accumulation, lump glomus, clove sore, welling abscess and flat abscess, scab and lichen. [tcmv1-0ada23029b3be9b75c9ec9ae]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-007-SYSTEM_B-F01,rq4-v1-007,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for achene of Great Burdock?","The source records the traditional properties of achene of Great Burdock as: Pungent,Bitter,Cold.","Source entity: achene of Great Burdock. Source: SymMap v2. Herb: achene of Great Burdock. Pinyin: Niubangzi. Latin name: Fructus Arctii Lappae,Arctil Fructus. Traditional properties: Pungent,Bitter,Cold. Meridians: Lung,Stomach. Traditional class: Pungent Cool Diaphoretics. Used part: fruit.","Corpus v1 records the traditional properties of achene of Great Burdock as Pungent, Bitter, and Cold. It is associated with the Lung and Stomach meridians. The traditional class is categorized as Pungent Cool Diaphoretics. The used part is the fruit. [tcmv1-0db050b59a23806f837ce970]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-016-SYSTEM_A-F01,rq4-v1-016,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for flower bud of Japanese pagodatree?","The source records the traditional properties of flower bud of Japanese pagodatree as: Bitter,Slightly Cold.","Source entity: flower bud of Japanese pagodatree. Source: SymMap v2. Herb: flower bud of Japanese pagodatree. Pinyin: Huaihua. Latin name: Sophorae Flos,Flos Sophorae. Traditional properties: Bitter,Slightly Cold. Meridians: Liver,Large Intestine. Traditional class: Blood-Cooling Hemostatic Medicinal.",Corpus v1 records the flower bud of Japanese pagodatree as having traditional properties of Bitter and Slightly Cold. It is associated with the Liver and Large Intestine meridians. The traditional class is Blood-Cooling Hemostatic Medicinal. Its source-recorded function is to arrest bleeding by reducing heat in blood and to quench excess fire in the liver. [tcmv1-09e976c2c53437457752b044] [tcmv1-6f899bbcbf7b1ca2271c7f97] [tcmv1-26228095accbc09146310d65],SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-079-SYSTEM_A-F01,rq4-v1-079,SYSTEM_A,What does TCM Research Corpus v1 record about the debility of qi and the blood?,"The source defines the debility of qi and the blood as: 气血两虚证是指气血不能互相化生,以气虚和血虚症状相兼为主要表现的证。","Source entity: the debility of qi and the blood. Source: SymMap v2. Syndrome: the debility of qi and the blood. Pinyin: Qi Xie Xu Ruo. Source definition: 气血两虚证是指气血不能互相化生,以气虚和血虚症状相兼为主要表现的证。.","The TCM Research Corpus v1 records that the debility of qi and the blood, referred to as ""气血两虚证,"" is characterized by the inability of qi and blood to mutually generate, resulting in symptoms of both qi deficiency and blood deficiency occurring simultaneously. The evidence does not provide further details on the specific manifestations or causes beyond the description of qi and blood deficiency. [tcmv1-6768cbf7f9fc3b8ef9b67b63] [tcmv1-d273912b006c494c635ec3e7] [tcmv1-b9c5662ecef862a5751c465d]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-017-SYSTEM_B-F01,rq4-v1-017,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Paniculed Bittersweet Seed?","The source records the function of Paniculed Bittersweet Seed as: To dispel wind and relieve pain, free stool, promote vomiting..","Source entity: Paniculed Bittersweet Seed. Source: TCMBank. Herb: Paniculed Bittersweet Seed. Pinyin: DENG YOU TENG ZI. Latin name: Celastrus paniculatus. Used part: seed. Source-recorded function: To dispel wind and relieve pain, free stool, promote vomiting.. Source-recorded indication: Wind-damp impediment pain, constipation, food accumulation and distending pain in stomach duct..","TCM educational synthesis: Herbal Knowledge Agent: Paniculed Bittersweet Seed, with the pinyin DENG YOU TENG ZI and Latin name Celastrus paniculatus, is used in traditional Chinese medicine. The evidence records that the seed is sourced for its function to dispel wind and relieve pain, free stool, and promote vomiting. It is traditionally indicated for conditions such as wind-damp impediment pain, constipation, and food accumulation accompanied by distending pain in the stomach duct. No further details are provided regarding its properties or usage. [tcmv1-0a0c75415e85528ee562950b] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-019-SYSTEM_B-F01,rq4-v1-019,SYSTEM_B,What source-recorded function and indication are listed for Degelatined Deer-horn?,"The source records the function of Degelatined Deer-horn as: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations..","Source entity: Degelatined Deer-horn. Source: TCMBank. Herb: Degelatined Deer-horn. Pinyin: LU JIAO SHUANG. Latin name: Cornu Cervi Degelatinatum. Traditional properties: Warm; Salty. Meridians: Liver; Kidney. Source-recorded function: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations.. Source-recorded indication: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations..","Degelatined Deer-horn is recorded in traditional Chinese medicine with the pinyin name LU JIAO SHUANG and the Latin name Cornu Cervi Degelatinatum. It is described as having warm and salty properties, acting on the Liver and Kidney meridians. The source-recorded function and indication are for treating yang deficiency of the spleen and kidney, which presents symptoms such as anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections, and modulations. [tcmv1-0a2600dc06c75e14c20cf32c]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-058-SYSTEM_B-F01,rq4-v1-058,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Ginkgo Root?",The source records the function of Ginkgo Root as: To boost qi and supplement vacuity..,"Source entity: Ginkgo Root. Source: TCMBank. Herb: Ginkgo Root. Pinyin: BAI GUO GEN. Latin name: Ginkgo biloba. Used part: root. Source-recorded function: To boost qi and supplement vacuity.. Source-recorded indication: Emission, enuresis, frequent urination at night, vaginal discharge, stone strangury..","Ginkgo Root, known as BAI GUO GEN in pinyin and derived from Ginkgo biloba, is traditionally used in TCM for its function to boost qi and supplement vacuity. The source-recorded indications include emission, enuresis, frequent urination at night, vaginal discharge, and stone strangury. The used part is the root. [tcmv1-0c52e51fa9e92fc2eb5c2191]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-003-SYSTEM_A-F03,rq4-v1-003,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Nagai Podocarpus?",The source records the used part of Nagai Podocarpus as: leaf.,"Source entity: Nagai Podocarpus. Source: TCMBank. Herb: Nagai Podocarpus. Pinyin: ZHU BAI. Latin name: Myrica nagi [Syn. Podocarpus nagi]. Used part: leaf. Source-recorded function: To stanch bleeding and joint bones.. Source-recorded indication: Bleeding due to external injury, fracture..","TCM educational synthesis: Herbal Knowledge Agent: Nagai Podocarpus: The supplied evidence records that the herb is known as ZHU BAI in pinyin, with the Latin name Myrica nagi [Syn. Podocarpus nagi]. It is used for its leaf part and has source-recorded functions to stanch bleeding and support joint bones. The herb is indicated for bleeding resulting from external injury and fracture. [tcmv1-09020ef8378b0bc8bfe406de] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
